instances,feature_Mean_StdDevDist,feature_Centroid_X,feature_Centroid_Y,feature_Radius,feature_FracDistinctDists_1Digit,feature_FracDistinctDists_2Digits,feature_FracDistinctDists_3Digits,feature_FracDistinctDists_4Digits,feature_RectangularArea,feature_VarNormalised_nNNds,feature_CoeffvarNormalised_nNNds,feature_NumClusters,feature_CitiesModClusters,feature_VarCitiesPerCluster,feature_NumOutliers,feature_RatioNodesNearEdgesPlane,feature_MeanRadiusEachCluster,algo_CLK,algo_LKCC,source,Best
random_055,94.60032274,189.63,193.34,0.002,0.014,0.0819,0.2896,155.8048827,154812,0.000453109,53.06665275,4,0,80.66666667,20,0.47,63.79570766,157459.0,21174.8,RANDOM,LKCC
CLKeasy_142,90.43463842,185.99,195.09,147.5404158,0.0015,0.0124,0.0815,0.2854,154842,0.000273466,33.34950599,1,0,0.0,6,0.56,142.1073625,8133.92,513.626,Easy_CLK,LKCC
CLKeasy_038,97.5127503,194.05,197.25,159.672752,0.0017,0.0135,0.0828,0.2946,155628,0.000370544,42.76834173,1,0,0.0,0,0.68,159.672752,8942.03,475.192,Easy_CLK,LKCC
LKCChard_134,91.93523603,221.95,219.19,0.0022,0.0144,0.0897,0.289,144.0691514,150902,0.000500049,62.83863835,3,1,586.3333333,21,0.3,58.08043959,211674.0,413250.0,Hard_LKCC,CLK
CLKhard_003,105.6083576,181.86,176.2,0.0023,0.0153,0.0907,0.3001,163.3185386,151257,0.000432852,73.7446219,7,2,200.9047619,0,0.21,35.73490665,1647310.0,227388.0,Hard_CLK,LKCC
LKCCeasy_070,100.4958867,173.53,216.58,159.7019133,0.0021,0.0143,0.0866,0.2985,155235,0.00066967,73.67456229,1,0,0.0,26,0.22,143.8441886,32416.7,103.182,Easy_LKCC,LKCC
LKCCeasy_188,98.67737442,211.31,205.53,161.4328997,0.0019,0.0142,0.0833,0.2913,157206,0.000478352,54.90635688,3,1,580.3333333,6,0.55,84.49010662,24845.2,121.606,Easy_LKCC,LKCC
LKCChard_174,104.8160439,198.52,177.41,0.0022,0.0154,0.0896,0.2995,163.1599682,151710,0.000577035,66.35588699,3,1,390.3333333,20,0.26,51.02171393,273454.0,1511600.0,Hard_LKCC,CLK
CLKhard_132,98.07909124,211.97,176.25,0.0023,0.0157,0.0897,0.2918,151.9470796,149669,0.000350227,66.35985874,5,0,112.7,4,0.19,43.93051354,1930420.0,388753.0,Hard_CLK,LKCC
CLKeasy_091,94.37760271,212.83,183.02,155.0587772,0.0015,0.0129,0.0812,0.2865,143605,0.000218113,31.35758283,1,0,0.0,0,0.79,155.0587772,5413.32,633.879,Easy_CLK,LKCC
CLKhard_041,99.75805117,207.51,225.14,0.0023,0.0158,0.0886,0.2943,153.6976953,151257,0.000609987,84.33738288,4,0,652.6666667,4,0.27,46.18581221,1723230.0,117785.0,Hard_CLK,LKCC
LKCChard_144,93.44449564,194.84,202.51,0.0023,0.0149,0.0922,0.2887,143.4274382,153628,0.000519566,66.25198934,3,1,633.0,22,0.31,55.77718305,283297.0,733852.0,Hard_LKCC,CLK
CLKeasy_138,94.89957004,198.7,210.11,153.7058792,0.0018,0.0136,0.0826,0.2869,154830,0.000366926,41.83216862,1,0,0.0,9,0.63,147.4065814,8905.27,749.525,Easy_CLK,LKCC
LKCChard_149,88.8734725,203.38,173.69,0.0021,0.0148,0.0911,0.2905,138.5931784,156815,0.000824152,80.46008578,2,0,2664.5,13,0.39,73.93556531,259503.0,515882.0,Hard_LKCC,CLK
LKCCeasy_077,91.38141335,201.01,218.66,146.7999151,0.002,0.0137,0.0842,0.2875,152484,0.000469876,53.12576973,2,0,1300.5,9,0.59,104.5805527,21106.6,102.616,Easy_LKCC,LKCC
CLKeasy_030,101.9020699,194.63,194.79,167.2441033,0.0018,0.0132,0.0801,0.292,156024,0.000363527,43.00037881,1,0,0.0,2,0.65,167.4319326,9491.19,603.556,Easy_CLK,LKCC
LKCChard_102,100.0142692,199.55,200.92,0.0023,0.0146,0.0892,0.2968,158.4505937,154445,0.000449998,60.14561695,4,0,214.3333333,2,0.44,60.79397994,416843.0,1295810.0,Hard_LKCC,CLK
LKCCeasy_097,95.37499742,213.02,191.09,152.9609325,0.0018,0.0136,0.084,0.2896,157608,0.000497409,50.66306207,1,0,0.0,8,0.56,146.7445188,23245.5,118.061,Easy_LKCC,LKCC
LKCChard_124,99.65003099,216.01,165.29,0.0024,0.0151,0.0889,0.2959,155.7354531,158004,0.000429456,66.05354609,2,0,72.0,20,0.31,90.19305889,404561.0,1731460.0,Hard_LKCC,CLK
random_170,91.53603126,199.06,193.37,0.0021,0.0138,0.0824,0.2855,149.0449008,156408,0.000677215,62.53046862,2,0,98.0,6,0.47,112.418077,140413.0,12048.3,RANDOM,LKCC
CLKeasy_173,92.57208095,200.45,181.78,150.2369434,0.0018,0.0133,0.0828,0.2863,147768,0.000335459,40.75421626,1,0,0.0,0,0.63,150.2369434,7607.53,774.323,Easy_CLK,LKCC
LKCCeasy_052,93.87719219,207.46,186.3,152.6996246,0.0019,0.0137,0.0816,0.2894,150842,0.000530411,53.70954713,1,0,0.0,20,0.53,141.6462733,19128.3,111.323,Easy_LKCC,LKCC
random_052,93.77950087,217.72,197.94,0.0019,0.0139,0.0868,0.2911,147.1579429,156812,0.000589067,56.57063275,3,1,961.3333333,8,0.47,69.01989665,127242.0,12158.1,RANDOM,LKCC
random_179,98.74836216,202.22,180.77,0.0021,0.0139,0.084,0.2924,162.0337727,149370,0.0004201,55.43128526,6,4,62.96666667,3,0.56,52.5737595,179878.0,24374.3,RANDOM,LKCC
LKCChard_104,92.24218566,191.88,189.74,0.0022,0.0148,0.0914,0.2868,143.4157547,155220,0.000430907,64.23676586,2,0,364.5,3,0.38,85.49399581,347442.0,1362030.0,Hard_LKCC,CLK
CLKhard_126,108.7179607,201.86,163.97,0.0023,0.0158,0.0895,0.2985,169.207945,155235,0.000603017,82.00713481,5,0,90.0,25,0.13,33.77886509,1534770.0,331940.0,Hard_CLK,LKCC
LKCCeasy_029,103.5424037,206.32,231.56,165.6530945,0.0018,0.0138,0.0824,0.2941,157212,0.000425172,51.62522218,1,0,0.0,11,0.4,153.6489938,23365.3,145.465,Easy_LKCC,LKCC
CLKeasy_109,97.72259459,187.6,207.04,157.5156008,0.0017,0.0136,0.0839,0.2921,147838,0.000229904,38.35695935,1,0,0.0,0,0.64,157.5156008,9906.46,1319.16,Easy_CLK,LKCC
CLKhard_156,101.1088291,208.86,207.49,0.0024,0.016,0.0873,0.2948,159.8880681,155236,0.000421645,76.56645147,7,2,122.952381,6,0.21,33.22917384,1690440.0,143777.0,Hard_CLK,LKCC
LKCChard_004,91.15311635,244.86,195.39,0.0024,0.0158,0.0907,0.2855,139.6764126,157608,0.000639112,72.84970996,1,0,0.0,18,0.29,116.2278978,250255.0,855833.0,Hard_LKCC,CLK
CLKhard_067,103.5762214,213.88,214.35,0.0023,0.0159,0.0852,0.2934,164.5471669,154056,0.000568059,83.42663235,8,4,21.26785714,5,0.23,31.75130231,1623270.0,188853.0,Hard_CLK,LKCC
random_164,90.06865389,192.84,195.41,0.0021,0.0135,0.0839,0.285,146.5200704,148995,0.000585295,54.00282188,1,0,0.0,13,0.41,139.5688631,139793.0,27620.7,RANDOM,LKCC
LKCChard_047,91.48175743,186.58,193.98,0.0022,0.0146,0.0925,0.291,142.6443084,148200,0.000495256,62.41632019,2,0,2048.0,10,0.4,89.65889116,300046.0,918874.0,Hard_LKCC,CLK
LKCChard_161,85.25036488,202.74,176.53,0.0022,0.0145,0.0916,0.2844,132.1069115,156016,0.000452306,57.40604622,2,0,364.5,9,0.22,86.3687738,316775.0,732763.0,Hard_LKCC,CLK
random_017,93.28751939,206.39,189.59,0.002,0.0146,0.0832,0.2881,150.0746216,154836,0.00055505,63.52023751,2,0,1458.0,2,0.61,105.407958,155479.0,19750.3,RANDOM,LKCC
CLKhard_093,98.45431822,176.0,224.68,0.0023,0.0152,0.0867,0.2908,153.1546357,156009,0.000439004,77.32317354,6,4,102.1666667,3,0.12,38.2372273,1571620.0,415741.0,Hard_CLK,LKCC
random_118,91.52622977,213.96,203.93,0.0019,0.0137,0.0828,0.2875,147.9273942,155624,0.000517192,51.32485317,4,0,224.25,5,0.46,65.49507284,183720.0,22348.3,RANDOM,LKCC
CLKeasy_045,93.54361769,182.9,175.66,153.02017,0.0016,0.013,0.0818,0.2835,153660,0.0003075,38.06447849,1,0,0.0,0,0.64,153.02017,7907.74,450.919,Easy_CLK,LKCC
CLKeasy_046,90.20501684,186.32,187.83,146.4582615,0.0019,0.0138,0.0849,0.2849,152099,0.000378459,46.08699982,1,0,0.0,5,0.65,142.4037225,7927.04,423.131,Easy_CLK,LKCC
LKCChard_092,90.63281873,176.46,190.45,0.0022,0.015,0.0926,0.295,139.6123399,153272,0.000446893,61.34981981,3,1,1029.0,19,0.37,54.65502738,243587.0,389618.0,Hard_LKCC,CLK
CLKhard_116,93.03810087,210.42,192.05,0.0025,0.0152,0.0869,0.2845,145.9157343,158004,0.000718168,86.7620729,6,4,46.56666667,5,0.21,44.04235431,1247030.0,104265.0,Hard_CLK,LKCC
LKCCeasy_030,94.87138141,219.45,213.78,152.30286,0.0019,0.014,0.0833,0.2905,156414,0.000480576,56.04125429,2,0,968.0,2,0.45,115.4380821,19826.7,104.707,Easy_LKCC,LKCC
LKCCeasy_027,96.61365257,197.93,200.55,157.2709546,0.0019,0.0138,0.0831,0.2896,154449,0.000431496,49.93487817,1,0,0.0,5,0.62,154.823138,17337.9,105.646,Easy_LKCC,LKCC
random_078,100.0611611,205.11,196.89,0.0018,0.0136,0.0818,0.2913,162.6250253,154056,0.000278885,43.75315458,2,0,1458.0,16,0.54,98.59024522,106639.0,16195.2,RANDOM,LKCC
CLKhard_033,98.56570829,180.31,175.44,0.0021,0.0148,0.0924,0.2924,154.6617452,155235,0.000348282,62.37278089,3,1,1951.0,1,0.16,63.61375781,1488170.0,207705.0,Hard_CLK,LKCC
random_033,93.00129716,214.11,221.16,0.002,0.0136,0.0832,0.2888,150.1766464,152019,0.000593439,53.68616036,2,0,50.0,8,0.47,103.0247113,101174.0,12275.1,RANDOM,LKCC
LKCCeasy_179,97.28872522,216.57,194.25,156.0315656,0.002,0.0139,0.0832,0.2903,156021,0.000515272,60.38970259,4,0,328.6666667,12,0.37,61.97982837,24424.5,105.586,Easy_LKCC,LKCC
LKCCeasy_057,94.20308374,189.48,198.79,149.6379567,0.0018,0.0137,0.0861,0.293,155610,0.000555938,55.00988747,2,0,2112.5,15,0.41,82.48987507,18483.3,104.04,Easy_LKCC,LKCC
LKCChard_185,94.24607915,161.34,203.71,0.0024,0.0159,0.0905,0.28,144.033769,155235,0.000806424,76.29983079,2,0,648.0,18,0.32,98.91949527,327286.0,875911.0,Hard_LKCC,CLK
random_178,92.98550255,203.22,194.92,0.0019,0.014,0.0848,0.2883,149.4276636,157212,0.000522078,63.29532226,1,0,0.0,11,0.41,143.8140309,207952.0,115801.0,RANDOM,LKCC
LKCChard_117,96.26137022,188.24,203.25,0.0022,0.0148,0.0894,0.297,150.4211888,158403,0.000404981,58.0413176,1,0,0.0,13,0.32,136.7905082,357653.0,1179320.0,Hard_LKCC,CLK
CLKeasy_105,90.08781597,209.1,180.57,145.2698314,0.0016,0.0128,0.0833,0.2873,150920,0.00030064,35.46907841,1,0,0.0,1,0.63,144.8121606,9347.84,1343.07,Easy_CLK,LKCC
CLKhard_161,99.853875,213.05,201.44,0.0021,0.0151,0.0845,0.2904,161.0730175,152877,0.000454932,67.07757672,4,0,386.0,12,0.34,60.08908072,1267150.0,137868.0,Hard_CLK,LKCC
LKCChard_068,96.57327432,199.27,165.46,0.0024,0.0152,0.0897,0.2953,149.7339844,157206,0.000498167,71.46787391,3,1,1327.0,13,0.29,58.89730262,310898.0,1175970.0,Hard_LKCC,CLK
CLKeasy_183,94.90390739,201.13,177.63,154.0948581,0.0017,0.0137,0.0819,0.2912,155624,0.000271877,37.90461665,1,0,0.0,3,0.62,153.7255374,8104.37,614.434,Easy_CLK,LKCC
LKCChard_103,92.06231759,209.88,205.42,0.0023,0.0153,0.091,0.2891,142.3168656,156807,0.000481507,72.29650024,3,1,500.3333333,8,0.25,55.26445866,414748.0,1122800.0,Hard_LKCC,CLK
LKCCeasy_164,96.36641269,211.26,180.43,157.9020916,0.002,0.0135,0.0829,0.2905,157210,0.000465646,49.00524724,2,0,544.5,1,0.71,113.8965442,20279.6,103.404,Easy_LKCC,LKCC
LKCChard_131,90.39908801,172.4,205.0,0.0023,0.0152,0.0961,0.2931,135.5205711,140040,0.000710272,74.13955858,1,0,0.0,15,0.31,124.4852111,205227.0,505160.0,Hard_LKCC,CLK
CLKhard_068,96.62473074,172.44,201.12,0.0022,0.0152,0.0885,0.293,154.9657927,153266,0.000606441,73.41587476,5,0,96.7,29,0.07,35.75561003,1212900.0,127880.0,Hard_CLK,LKCC
LKCCeasy_014,92.40426879,196.86,204.38,150.5361184,0.0022,0.0141,0.083,0.2827,151638,0.00046047,55.10669822,3,1,609.3333333,17,0.5,71.15414168,27942.0,123.485,Easy_LKCC,LKCC
LKCCeasy_064,92.48544795,212.28,198.23,150.8222384,0.0021,0.014,0.0822,0.2867,158403,0.000464182,53.95001548,1,0,0.0,4,0.68,147.5220911,18950.6,100.576,Easy_LKCC,LKCC
CLKhard_004,94.66417794,184.86,188.11,0.0023,0.0146,0.0835,0.2883,151.5624325,152448,0.000448816,65.54189458,3,1,373.0,22,0.25,70.71376249,1201330.0,164531.0,Hard_CLK,LKCC
LKCCeasy_085,97.4849526,231.4,209.78,159.8808109,0.002,0.0136,0.0825,0.2892,150126,0.000552666,54.62534557,1,0,0.0,9,0.43,154.9729291,13485.9,112.061,Easy_LKCC,LKCC
random_134,90.11871045,203.45,209.78,0.0017,0.0133,0.0821,0.2838,145.8832987,156812,0.000549946,51.73654542,2,0,1250.0,4,0.5,102.8955199,150952.0,15283.9,RANDOM,LKCC
CLKhard_055,98.93208008,190.57,177.06,0.0024,0.016,0.0887,0.2927,152.9164442,153266,0.000233611,67.77568703,6,4,105.8666667,8,0.16,37.55949118,2039360.0,287560.0,Hard_CLK,LKCC
CLKhard_102,99.88237394,196.0,195.83,0.0025,0.0157,0.087,0.2886,156.4819434,154044,0.000424564,80.11775907,4,0,304.9166667,9,0.18,53.17907961,1781840.0,239199.0,Hard_CLK,LKCC
random_129,96.92523762,189.36,202.2,0.0021,0.0143,0.0839,0.2909,156.3485522,154830,0.000460543,54.64242837,1,0,0.0,11,0.51,145.7747665,180540.0,32519.6,RANDOM,LKCC
random_123,96.34382584,187.94,217.17,0.002,0.0141,0.0842,0.2891,157.6239449,157212,0.000505153,54.32976335,3,1,64.0,19,0.45,75.21631732,97358.8,12921.2,RANDOM,LKCC
CLKhard_138,103.8237563,205.41,191.85,0.0023,0.0156,0.0865,0.2938,162.6181127,151321,0.000251187,68.01485219,7,2,23.14285714,17,0.08,26.87666585,1796930.0,151394.0,Hard_CLK,LKCC
CLKhard_176,100.5679804,217.16,194.21,0.0022,0.0151,0.0892,0.2959,160.998483,155232,0.00034405,67.23628289,5,0,180.5,5,0.23,47.45221913,1754970.0,162386.0,Hard_CLK,LKCC
LKCChard_072,96.47623286,172.02,197.09,0.0022,0.0148,0.0902,0.2896,151.1324491,153664,0.000386395,61.72816309,3,1,43.0,4,0.38,72.87296775,443705.0,1678610.0,Hard_LKCC,CLK
CLKeasy_168,94.74779862,191.56,196.01,155.9887844,0.0017,0.0131,0.0832,0.288,156815,0.000352557,38.93272009,1,0,0.0,5,0.69,152.4412515,7217.96,1023.39,Easy_CLK,LKCC
random_091,96.44240041,185.41,207.05,0.0021,0.014,0.0841,0.2913,155.9422911,151690,0.000477063,52.91800544,5,0,180.3,3,0.45,57.75705826,154280.0,10996.5,RANDOM,LKCC
CLKhard_117,104.1636311,220.09,196.97,0.0024,0.0159,0.0857,0.2938,165.6118227,152484,0.000407092,71.21630814,7,2,31.47619048,1,0.28,40.65585869,1893840.0,250787.0,Hard_CLK,LKCC
LKCChard_180,89.34432831,194.68,167.63,0.0022,0.0147,0.094,0.293,133.8399882,149382,0.00047793,61.99583784,1,0,0.0,5,0.37,125.7493462,326573.0,454689.0,Hard_LKCC,CLK
random_147,91.76908453,210.79,200.06,0.0016,0.0131,0.0815,0.2852,149.8860585,154840,0.000371907,42.40520014,2,0,840.5,5,0.54,104.4613316,116349.0,18630.3,RANDOM,LKCC
CLKhard_034,97.51892653,204.86,198.35,0.0024,0.0153,0.0831,0.2851,155.9828009,157212,0.000804277,85.50277975,5,0,397.8,2,0.29,43.359719,1296370.0,207799.0,Hard_CLK,LKCC
random_059,95.27636383,196.51,213.86,0.0019,0.0137,0.085,0.2844,155.4006788,155630,0.000551254,54.18182858,1,0,0.0,10,0.5,145.1396956,135706.0,27582.4,RANDOM,LKCC
random_028,100.1910088,193.98,210.71,0.0019,0.0136,0.0833,0.2959,164.1554201,156016,0.000491699,50.91687989,3,1,102.3333333,12,0.37,83.37287817,85382.3,6166.49,RANDOM,LKCC
random_104,88.72282919,231.32,180.42,0.0022,0.014,0.0836,0.2864,141.7259023,148992,0.000395482,53.90358654,2,0,1012.5,13,0.42,87.86919066,133211.0,20940.7,RANDOM,LKCC
LKCCeasy_161,98.16271152,193.36,223.24,160.3578018,0.0021,0.0143,0.0854,0.2923,153266,0.000485189,53.96250611,2,0,2112.5,13,0.53,93.46969462,14420.9,102.121,Easy_LKCC,LKCC
LKCCeasy_122,94.44738993,217.63,189.57,150.031627,0.0022,0.0139,0.0865,0.2935,153663,0.000590535,57.62722864,3,1,481.0,19,0.4,70.08715898,25269.1,106.162,Easy_LKCC,LKCC
CLKeasy_175,84.99865553,191.15,218.99,137.1754337,0.0017,0.0128,0.0822,0.278,152099,0.000391102,38.99612236,1,0,0.0,9,0.43,128.4322241,7055.72,375.667,Easy_CLK,LKCC
LKCCeasy_109,96.66212198,171.16,188.68,155.3935155,0.002,0.014,0.0827,0.2932,151698,0.000449144,51.43829007,2,0,2380.5,5,0.55,99.95996908,18998.1,103.505,Easy_LKCC,LKCC
LKCCeasy_131,92.8220851,207.77,201.43,148.5825073,0.002,0.0139,0.0814,0.289,155211,0.000378021,48.05043961,2,0,364.5,7,0.56,105.8352036,25343.2,100.465,Easy_LKCC,LKCC
LKCChard_006,89.98679618,204.43,167.78,0.0022,0.0147,0.0903,0.2885,140.2965911,147042,0.000698495,72.05505882,3,1,556.3333333,15,0.51,59.01762905,238268.0,546103.0,Hard_LKCC,CLK
LKCChard_085,91.02920219,197.34,201.95,0.0021,0.0144,0.0871,0.2853,145.8653444,155220,0.00060532,65.9744456,2,0,1624.5,21,0.29,87.53050673,248363.0,650231.0,Hard_LKCC,CLK
CLKhard_037,101.4232929,202.2,185.93,0.0024,0.0164,0.0883,0.294,157.7410736,157609,0.000335613,69.71994997,6,4,150.9666667,5,0.18,36.18071069,2087180.0,368392.0,Hard_CLK,LKCC
CLKeasy_116,95.3259386,209.61,196.79,156.1552213,0.0017,0.0133,0.0805,0.2846,152490,0.000273476,37.02163252,1,0,0.0,0,0.71,156.1552213,8433.74,1260.69,Easy_CLK,LKCC
CLKhard_009,101.2725485,178.63,164.65,0.0024,0.0162,0.0908,0.2933,154.390819,156024,0.000605216,104.511815,5,0,353.3,3,0.19,42.22014984,1636300.0,215673.0,Hard_CLK,LKCC
CLKeasy_106,91.9585575,209.29,197.75,150.4810978,0.0015,0.013,0.0797,0.2809,157608,0.000284425,36.23375885,1,0,0.0,0,0.7,150.4810978,7548.44,514.687,Easy_CLK,LKCC
LKCChard_059,100.3962044,185.24,197.77,0.0022,0.0156,0.0896,0.2892,158.8632257,148987,0.000460799,61.01753077,3,1,94.33333333,21,0.3,54.25141617,362084.0,2116190.0,Hard_LKCC,CLK
LKCCeasy_080,96.28416587,201.46,195.27,157.5293812,0.0021,0.014,0.0822,0.2875,144624,0.000497494,51.44827979,1,0,0.0,22,0.56,141.4062821,18539.2,119.798,Easy_LKCC,LKCC
random_062,98.82437951,203.1,213.3,0.002,0.0139,0.0844,0.2934,160.1186737,157609,0.000373435,50.98852946,5,0,105.8,7,0.46,58.97655184,182915.0,21374.0,RANDOM,LKCC
random_124,90.44620437,201.05,209.75,0.0021,0.014,0.0845,0.2825,146.1639437,153660,0.000571852,58.84698173,1,0,0.0,3,0.51,142.8983651,94459.1,13901.5,RANDOM,LKCC
CLKeasy_079,95.69852951,182.21,195.61,154.3035698,0.0017,0.0131,0.0833,0.2909,155235,0.000312206,37.65284874,1,0,0.0,1,0.68,154.0104266,7655.7,1823.22,Easy_CLK,LKCC
random_167,93.48096607,207.78,183.5,0.0016,0.0132,0.0859,0.2885,150.7798655,155227,0.000336277,39.8595513,3,1,537.3333333,0,0.51,90.49716063,165480.0,31954.3,RANDOM,LKCC
random_171,91.96390296,211.06,193.56,0.0022,0.0142,0.0828,0.2855,150.0905235,157212,0.000598938,60.48651534,1,0,0.0,6,0.5,144.3211975,135203.0,22623.9,RANDOM,LKCC
LKCCeasy_087,96.72891263,198.19,201.9,156.4452319,0.0018,0.0142,0.0828,0.2909,156418,0.000341213,49.99583806,3,1,462.3333333,12,0.61,93.87890177,18271.5,101.111,Easy_LKCC,LKCC
CLKhard_134,92.18246009,224.56,183.96,0.0022,0.015,0.0827,0.2795,145.8476791,148915,0.000516045,74.57867899,5,0,515.2,4,0.21,44.3557815,1489840.0,150272.0,Hard_CLK,LKCC
LKCCeasy_054,99.3479725,190.7,209.01,163.053275,0.0017,0.0137,0.0822,0.2907,159201,0.000391998,46.5326687,3,1,394.3333333,9,0.57,89.14349658,19093.0,100.0,Easy_LKCC,LKCC
CLKhard_164,97.86963588,192.77,204.67,0.0023,0.0149,0.0885,0.2929,154.5848601,145530,0.000282232,60.73076064,7,2,103.0,2,0.2,34.36547042,1400720.0,237318.0,Hard_CLK,LKCC
random_047,91.89691305,218.56,181.46,0.0017,0.0136,0.0831,0.2868,147.9241538,151710,0.000473541,49.85391148,2,0,1740.5,11,0.5,88.15255448,75987.8,10799.9,RANDOM,LKCC
LKCChard_051,93.17566312,228.37,224.83,0.0021,0.0146,0.0949,0.2967,140.8996353,155618,0.000415332,60.69669257,3,1,1564.333333,12,0.32,53.42313841,221864.0,871237.0,Hard_LKCC,CLK
CLKeasy_176,92.33397572,201.99,184.71,149.8640145,0.0017,0.0132,0.0825,0.2846,153615,0.000254913,35.63127907,1,0,0.0,0,0.62,149.8640145,7566.06,216.596,Easy_CLK,LKCC
CLKhard_008,97.01920744,192.26,186.07,0.0023,0.0153,0.0904,0.291,151.3879956,152084,0.000370958,82.39026643,6,4,85.86666667,8,0.17,35.80372428,1778930.0,323090.0,Hard_CLK,LKCC
LKCCeasy_008,92.78734446,209.43,203.43,151.8698591,0.0022,0.0139,0.0834,0.2881,147838,0.000472029,53.06086684,2,0,2380.5,17,0.45,73.88543668,26459.3,100.091,Easy_LKCC,LKCC
CLKhard_168,95.57177732,175.97,168.0,0.0022,0.0158,0.0893,0.2917,147.1832691,157206,0.000289346,63.34910575,5,0,538.3,2,0.28,39.42844274,1770550.0,163205.0,Hard_CLK,LKCC
random_158,93.70678906,198.01,190.51,0.0021,0.0145,0.0842,0.2861,151.5120079,150150,0.000398095,55.42781878,5,0,119.8,13,0.31,46.65889813,194585.0,22159.5,RANDOM,LKCC
LKCChard_016,88.78336542,222.37,175.95,0.0022,0.014,0.0875,0.2835,140.9282912,150543,0.000631864,68.92175385,1,0,0.0,20,0.28,131.7790357,299393.0,918597.0,Hard_LKCC,CLK
CLKeasy_016,91.35648156,195.24,226.5,149.1476437,0.0016,0.0125,0.0812,0.2874,155235,0.000275099,32.26851451,1,0,0.0,7,0.61,143.9666912,6034.82,530.333,Easy_CLK,LKCC
CLKhard_075,100.016869,195.31,214.52,0.0022,0.0151,0.0893,0.2937,158.3646339,148554,0.000341973,61.78172189,5,0,72.8,13,0.17,41.12788345,1552560.0,188811.0,Hard_CLK,LKCC
LKCCeasy_168,96.8571641,213.16,190.43,159.1262822,0.0022,0.0138,0.0809,0.2866,158006,0.000517783,54.76278677,2,0,1512.5,9,0.53,93.25347552,23020.4,101.172,Easy_LKCC,LKCC
CLKhard_182,96.51934823,184.04,183.04,0.0022,0.0153,0.0861,0.2929,154.8575392,153664,0.000432525,64.77442402,5,0,28.2,9,0.27,51.52201718,1315490.0,183205.0,Hard_CLK,LKCC
random_080,91.19275052,203.89,207.98,0.0022,0.0146,0.0822,0.283,148.9685803,153639,0.000502769,60.77584257,4,0,424.9166667,11,0.37,60.69664706,178379.0,26164.1,RANDOM,LKCC
CLKhard_128,107.6167768,209.86,197.22,0.0022,0.0158,0.0892,0.3014,166.7157435,157608,0.000310124,65.46758587,6,4,51.9,7,0.16,40.57455277,1653500.0,437670.0,Hard_CLK,LKCC
LKCChard_178,87.59018996,225.24,195.9,0.0023,0.0146,0.0917,0.2861,134.508339,153270,0.000454166,60.13460896,2,0,128.0,12,0.25,72.43055912,289412.0,1611010.0,Hard_LKCC,CLK
LKCCeasy_037,99.4542009,212.03,198.73,162.4977057,0.002,0.014,0.0828,0.2919,148590,0.000633359,59.8054956,3,1,574.3333333,24,0.36,75.89176801,27684.2,107.576,Easy_LKCC,LKCC
LKCCeasy_159,95.35932173,178.12,170.71,155.3987126,0.0022,0.0142,0.0812,0.2878,154044,0.000522311,60.84344517,2,0,800.0,6,0.61,108.9593133,27484.4,102.859,Easy_LKCC,LKCC
LKCChard_003,99.19833428,170.0,200.97,0.0023,0.0154,0.0912,0.297,155.147211,148568,0.000367463,59.95512761,4,0,170.25,7,0.42,55.19106968,278350.0,828725.0,Hard_LKCC,CLK
CLKhard_111,101.6403534,221.34,195.08,0.0024,0.0152,0.0879,0.2937,158.7884643,157608,0.000359487,63.57167102,3,1,1070.333333,5,0.27,68.42254343,1272800.0,171912.0,Hard_CLK,LKCC
CLKeasy_018,98.56703963,186.13,188.91,162.4237313,0.0016,0.0131,0.081,0.2933,155235,0.000279287,36.02260731,1,0,0.0,0,0.7,162.4237313,7352.89,1542.76,Easy_CLK,LKCC
CLKeasy_083,95.48429906,198.04,210.98,155.7794497,0.0016,0.0131,0.0827,0.2915,157206,0.000331616,37.88374552,1,0,0.0,0,0.74,155.7794497,7662.78,358.758,Easy_CLK,LKCC
CLKeasy_182,96.52498045,198.85,213.03,158.9117442,0.0018,0.0136,0.0827,0.288,151320,0.000324339,44.04051941,2,0,242.0,6,0.65,108.176,6698.82,316.232,Easy_CLK,LKCC
LKCCeasy_042,93.96605618,200.63,214.71,154.3176514,0.0022,0.0142,0.0821,0.2843,154036,0.000637492,59.99711407,2,0,162.0,2,0.69,143.1873872,28938.2,105.96,Easy_LKCC,LKCC
LKCCeasy_095,91.05609721,201.27,199.92,147.4108799,0.0019,0.0138,0.084,0.2865,156807,0.000579822,59.05337126,1,0,0.0,11,0.57,137.4766368,18559.7,109.747,Easy_LKCC,LKCC
CLKeasy_005,95.51862507,184.15,203.27,156.4400002,0.0015,0.0132,0.0833,0.2875,150100,0.000346386,40.19786187,1,0,0.0,1,0.75,155.5144851,8740.12,520.101,Easy_CLK,LKCC
CLKhard_027,94.89587524,198.32,180.89,0.0023,0.0151,0.0869,0.2883,148.3470769,153270,0.000439576,68.10018105,4,0,843.6666667,10,0.15,42.75834776,1603480.0,168122.0,Hard_CLK,LKCC
random_157,95.37872623,187.94,198.1,0.0023,0.0139,0.0843,0.2897,154.271141,156021,0.000611977,56.004331,3,1,282.3333333,11,0.44,80.10209384,140442.0,11175.8,RANDOM,LKCC
LKCCeasy_174,95.97190525,231.94,188.59,155.8918816,0.0019,0.0137,0.0835,0.2943,152877,0.000399121,47.91943895,2,0,2244.5,7,0.54,104.8420694,17974.4,104.081,Easy_LKCC,LKCC
